country_code,region,simulation_index,ratio
AGO,Sub-Saharan Africa,14,4.974024577687752
AGO,Sub-Saharan Africa,15,4.600123855901357
AGO,Sub-Saharan Africa,16,2.757788042102047
AGO,Sub-Saharan Africa,17,3.639353450067402
AGO,Sub-Saharan Africa,18,2.7615407128655973
AGO,Sub-Saharan Africa,19,4.428992227051995
AGO,Sub-Saharan Africa,20,5.525746043710126
AGO,Sub-Saharan Africa,21,5.945015614229941
AGO,Sub-Saharan Africa,22,5.547222943939428
AGO,Sub-Saharan Africa,23,2.2718467537876537
AGO,Sub-Saharan Africa,24,3.4728239877975255
AGO,Sub-Saharan Africa,25,3.1437303792434523
AGO,Sub-Saharan Africa,26,8.53682037138821
AGO,Sub-Saharan Africa,27,3.040610242771005
AGO,Sub-Saharan Africa,28,8.802557851941046
AGO,Sub-Saharan Africa,29,2.7381620423938227
AGO,Sub-Saharan Africa,30,3.109287722354088
AGO,Sub-Saharan Africa,31,2.6780234197557666
AGO,Sub-Saharan Africa,32,4.406792974431634
